name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
G.Skill Trident Z5 Royal Neo RGB 32 GB,139.99,"5,6400","2,16",4.375,Silver,9.375,30
Corsair Vengeance RGB 32 GB,126.99,"5,6000","2,16",3.968,Black / Gray,10,30
GOODRAM IRDM 32 GB,,"5,6000","2,16",,Black,10,30
Kingston HyperX Fury 32 GB,,"4,3200","2,16",,Black,10,16
Corsair Vengeance LPX 16 GB,36.99,"4,3200","2,8",2.312,White,10,16
PNY XLR8 16 GB,27.99,"4,3200","2,8",1.749,Black / Red,10,16
Lexar THOR 16 GB,38.9,"4,3200","2,8",2.431,Black,10,16
Corsair Vengeance 64 GB,259.99,"5,6600","4,16",4.062,Black / Gray,9.697,32
G.Skill Ripjaws S5 64 GB,219.99,"5,6800","2,32",3.437,Black,10,34
Corsair Dominator Titanium 96 GB,404.99,"5,6400","2,48",4.219,White,10,32
Corsair Vengeance 32 GB,91.99,"5,5200","2,16",2.875,White,15.385,40
Corsair Dominator Platinum RGB 32 GB,156.99,"5,6200","2,16",4.906,White,11.613,36
TEAMGROUP T-Create Expert 32 GB,90.99,"5,6400","2,16",2.843,White,10,32
G.Skill Ripjaws M5 RGB 64 GB,199.99,"5,6400","2,32",3.125,White,10,32
PNY XLR8 Gaming EPIC-X RGB 32 GB,53.99,"4,3200","2,16",1.687,Black,10,16
Kingston FURY Beast RGB 64 GB,209.99,"5,6000","2,32",3.281,Black,10,30
Patriot Signature Premium 16 GB,22.99,"4,2666","1,16",1.437,Black,14.254,19
G.Skill Trident Z5 Neo RGB 32 GB,169.99,"5,8000","2,16",5.312,Black,9.5,38
Klevv BOLT X 16 GB,29.99,"4,3600","2,8",1.874,Black,10,18
Kingston FURY Beast RGB 16 GB,59.99,"5,5600","2,8",3.749,Black,12.857,36
Kingston FURY Beast RGB 32 GB,106.49,"5,5600","2,16",3.328,Black,12.857,36
G.Skill Trident Z5 Neo RGB 32 GB,87.99,"5,6000","2,16",2.75,Black,12,36
G.Skill Trident Z Royal 32 GB,84.99,"4,3600","2,16",2.656,Silver,10.556,19
G.Skill Trident Z5 RGB 64 GB,199.99,"5,6000","2,32",3.125,Black,10,30
Crucial CT16G4DFRA32A 16 GB,29.99,"4,3200","1,16",1.874,Green,13.75,22
TEAMGROUP T-Force Vulcan 32 GB,89.99,"5,6400","2,16",2.812,Black / Silver,10,32
TEAMGROUP T-Force Delta RGB 32 GB,119.99,"5,7200","2,16",3.75,Black / White,9.444,34
TEAMGROUP T-Force Vulcan Z 16 GB,27.99,"4,3200","2,8",1.749,Red,10,16
Kingston FURY Beast 16 GB,42.99,"5,5200","1,16",2.687,Black / Silver,15.385,40
G.Skill Aegis 8 GB,20.64,"4,3200","1,8",2.58,Red / Black,10,16
Kingston HyperX Fury 64 GB,449,"4,3466","2,32",7.016,Black,9.81,17
Crucial CT4K32G4LFQ4213 128 GB,,"4,2133","4,32",,Black / Green,14.065,15
Corsair Vengeance LPX 16 GB,35.99,"4,2400","2,8",2.249,Black / Yellow,13.333,16
Crucial CT51264BA160B 4 GB,10.29,"3,1600","1,4",2.572,Green,13.75,11
G.Skill Ripjaws X 16 GB,41.97,"3,1600","2,8",2.623,Black / Red,12.5,10
TEAMGROUP T-Create Expert 64 GB,169.99,"5,6000","2,32",2.656,White,11.333,34
TEAMGROUP T-Force Vulcan 32 GB,79.99,"5,5200","2,16",2.5,Black,15.385,40
Corsair Vengeance LPX 128 GB,234.99,"4,3200","4,32",1.836,Black / Yellow,10,16
Corsair Vengeance 96 GB,329.99,"5,6000","2,48",3.437,Black,10,30
Corsair Dominator Titanium 96 GB,450.99,"5,6000","4,24",4.698,Black,10,30
PNY XLR8 Gaming Low Profile 32 GB,45.99,"4,3200","2,16",1.437,Black / Red,10,16
TEAMGROUP T-Create Expert 32 GB,50.99,"4,3600","2,16",1.593,Gray,10,18
G.Skill Trident Z5 Neo RGB 96 GB,,"5,6000","2,48",,Black,9.333,28
Patriot Viper Xtreme 5 48 GB,187.99,"5,8200","2,24",3.916,Black,9.268,38
Samsung M378A2K43CB1-CTD 16 GB,28.64,"4,2666","1,16",1.79,Green / Black,14.254,19
G.Skill Trident Z5 Neo RGB 32 GB,119.99,"5,6000","2,16",3.75,Silver / Black,10,30
Patriot Viper Venom 16 GB,85.22,"5,5600","2,8",5.326,Black / White,14.286,40
Crucial CT4G4DFS8213 4 GB,10,"4,2133","1,4",2.5,Black / Green,14.065,15
ADATA XPG LANCER RGB 32 GB,114.99,"5,6400","2,16",3.593,White,10,32
Corsair Dominator Titanium 64 GB,264.99,"5,6000","2,32",4.14,Black,10,30
Corsair Dominator Titanium 32 GB,189.99,"5,7200","2,16",5.937,White,9.444,34
G.Skill Trident Z RGB 32 GB,64.98,"4,3200","2,16",2.031,Black,10,16
Kingston FURY Beast 32 GB,123.03,"5,6000","2,16",3.845,White,10,30
Corsair Vengeance LPX 32 GB,76,"4,3600","2,16",2.375,Black / Yellow,8.889,16
Corsair Vengeance RGB 32 GB,114.99,"5,6400","2,16",3.593,White / Black,11.25,36
Patriot Viper Venom 16 GB,42.99,"5,6000","1,16",2.687,Black / White,10,30
TEAMGROUP T-Create Expert 48 GB,139.99,"5,6400","2,24",2.916,Black / Gold,10,32
G.Skill Trident Z5 RGB 32 GB,149.99,"5,7800","2,16",4.687,Black,9.231,36
Corsair Vengeance LPX 16 GB,35.99,"4,2666","2,8",2.249,Black / Yellow,12.003,16
G.Skill Trident Z5 Neo RGB 32 GB,179.99,"5,6000","2,16",5.625,Black / Silver,8.667,26
TEAMGROUP T-Force Delta RGB 32 GB,119.99,"5,7200","2,16",3.75,White / Gray,9.444,34
G.Skill Trident Z Neo 64 GB,159.99,"4,3600","4,16",2.5,Black / Silver,8.889,16
Kingston FURY Beast 16 GB,58.04,"5,5200","2,8",3.627,Black / Silver,13.846,36
Corsair Vengeance LPX 256 GB,538.99,"4,3200","8,32",2.105,Black / Yellow,10,16
Corsair Vengeance RGB Pro SL 32 GB,78.91,"4,3600","2,16",2.466,Black,10,18
Crucial CT16G56C46U5 16 GB,40.99,"5,5600","1,16",2.562,Black,16.429,46
Silicon Power XPOWER Zenith RGB Gaming 16 GB,34.99,"4,3600","2,8",2.187,Black,10,18
Kingston Fury Renegade RGB 48 GB,194.95,"5,6400","1,48",4.061,Silver / Black,10,32
Corsair Vengeance RGB 48 GB,205.99,"5,7600","2,24",4.291,Black,9.474,36
G.Skill Ripjaws S5 32 GB,99.99,"5,6000","2,16",3.125,White,10,30
G.Skill Ripjaws M5 RGB 32 GB,84.99,"5,6400","2,16",2.656,White,11.25,36
TEAMGROUP T-Force Delta RGB 32 GB,83.99,"5,6000","2,16",2.625,Black,12.667,38
G.Skill Ripjaws M5 RGB 96 GB,279.99,"5,6400","2,48",2.917,White,10,32
Crucial CT2K16G4DFRA32A 32 GB,44.99,"4,3200","2,16",1.406,Green / Black,13.75,22
ADATA XPG SPECTRIX D35G RGB 32 GB,74.05,"4,3200","2,16",2.314,Black,10,16
G.Skill Trident Z5 Neo RGB 48 GB,159.99,"5,6400","2,24",3.333,Black,10,32
G.Skill Trident Z5 Royal Neo RGB 32 GB,179.99,"5,8000","2,16",5.625,Silver,9.5,38
Corsair Vengeance LPX 32 GB,89.96,"4,3200","2,16",2.811,Black / Yellow,10,16
Corsair Vengeance 32 GB,114.99,"5,6000","2,16",3.593,Gray,12,36
Klevv BOLT X 32 GB,51.99,"4,3600","2,16",1.625,Black,10,18
Klevv KD5AGU880-56K300F 32 GB,79.98,"5,5600","2,16",2.499,White,10.714,30
G.Skill Trident Z Neo 16 GB,52.99,"4,3600","2,8",3.312,Black / Silver,8.889,16
Crucial CT8G4DFRA32A 8 GB,18.98,"4,3200","1,8",2.373,Green,13.75,22
TEAMGROUP Elite 8 GB,17.75,"4,3200","1,8",2.219,Black,13.75,22
G.Skill Trident Z5 Royal 32 GB,139.99,"5,7200","2,16",4.375,Silver,9.444,34
Corsair Vengeance 16 GB,55.98,"5,5200","1,16",3.499,Black,15.385,40
Crucial CT2K16G56C46U5 32 GB,79.73,"5,5600","2,16",2.492,Black,16.429,46
Kingston FURY Beast 64 GB,114.99,"4,3200","2,32",1.797,Black / Silver,10,16
Corsair Vengeance 96 GB,259.99,"5,5600","2,48",2.708,Black,14.286,40
TEAMGROUP T-Force Delta RGB 32 GB,119.99,"5,6000","2,16",3.75,Black,9.333,28
Crucial CT8G4DFS824A 8 GB,18.98,"4,2400","1,8",2.373,Green,14.167,17
G.Skill Ripjaws V 8 GB,69.98,"4,2400","1,8",8.748,Red,12.5,15
TEAMGROUP T-Force Vulcan 32 GB,79.99,"5,6000","2,16",2.5,Black,12.667,38
Corsair Vengeance 32 GB,142.99,"5,7200","2,16",4.468,Gray,9.444,34
TEAMGROUP T-Create Expert 64 GB,193.99,"5,6400","2,32",3.031,Black,10.625,34
Lexar Ares RGB 32 GB,126.11,"5,6400","2,16",3.941,Black / Silver,10,32
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Black / Silver,10.718,10
Corsair Vengeance RGB 64 GB,239.99,"5,6600","2,32",3.75,Black / Gray,9.697,32
Patriot Viper Elite II 32 GB,60.99,"4,4000","2,16",1.906,Red / Black,10,20
TEAMGROUP T-Force Vulcan 16 GB,52.99,"5,5200","2,8",3.312,Black,15.385,40
Crucial Pro 48 GB,123.99,"5,6000","2,24",2.583,Black,16,48
G.Skill Ripjaws X 8 GB,33,"3,1600","2,4",4.125,Black / Red,11.25,9
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"5,6400","2,16",2.812,White,12.5,40
Patriot Viper Elite II 32 GB,46.49,"4,3600","2,16",1.453,Red / Black,11.111,20
Klevv BOLT V 32 GB,89.99,"5,6000","2,16",2.812,Black,10,30
Corsair Dominator Titanium 32 GB,184.99,"5,7000","2,16",5.781,White,9.714,34
OLOy MD4U1636181CHKDA 32 GB,74.99,"4,3600","2,16",2.343,Black,10,18
Corsair Vengeance 32 GB,78.98,"5,5200","1,32",2.468,Black,15.385,40
G.Skill Ripjaws 4 8 GB,,"4,2400","1,8",,Black / Green,12.5,15
G.Skill Trident Z5 Royal Neo RGB 64 GB,,"5,6000","2,32",,Silver,8.667,26
G.Skill Ripjaws M5 RGB 32 GB,84.99,"5,6400","2,16",2.656,Black,11.25,36
Corsair Vengeance 96 GB,339.99,"5,6600","2,48",3.542,Black / Silver,9.697,32
Silicon Power XPOWER Zenith RGB Gaming 64 GB,176.99,"5,6000","2,32",2.765,White,10,30
Timetec PINNACLE Konduit 32 GB,49.99,"4,3600","2,16",1.562,White,10,18
Corsair Dominator Titanium 48 GB,229.99,"5,7200","2,24",4.791,White,10,36
Corsair Vengeance LPX 16 GB,31.99,"4,3000","1,16",1.999,Black,10.667,16
Corsair Vengeance 32 GB,133.99,"5,6400","2,16",4.187,Black / Gray,10,32
Corsair Vengeance LPX 16 GB,42.99,"4,3600","2,8",2.687,Black / Yellow,10,18
Corsair Vengeance LPX 16 GB,35.99,"4,2133","2,8",2.249,Black / Yellow,12.189,13
G.Skill Trident Z5 RGB 32 GB,109.99,"5,6000","2,16",3.437,Black,10,30
Kingston HyperX Fury 16 GB,,"4,2666","2,8",,Black,12.003,16
G.Skill Ripjaws S5 48 GB,89.99,"5,5200","2,24",1.875,Black,15.385,40
Corsair Dominator Platinum RGB 32 GB,158.99,"5,6000","2,16",4.968,Black,10,30
ADATA XPG LANCER RGB 32 GB,195.18,"5,6000","2,16",6.099,Black,10,30
G.Skill Trident Z5 Royal 32 GB,122.99,"5,6400","2,16",3.843,Silver,10,32
TEAMGROUP T-Force Vulcan Z 16 GB,28.99,"4,3600","2,8",1.812,Red,10,18
Kingston FURY Beast RGB 16 GB,67.99,"5,5200","2,8",4.249,Black,15.385,40
Silicon Power XPOWER Zenith RGB Gaming 32 GB,54.97,"4,3600","2,16",1.718,Black,10,18
Corsair Vengeance RGB Pro SL 16 GB,49.99,"4,3600","2,8",3.124,Black,10,18
ADATA XPG SPECTRIX D50 16 GB,52.9,"4,3200","2,8",3.306,White,10,16
PNY XLR8 Gaming RGB 32 GB,80.99,"5,6000","2,16",2.531,Black,12,36
Corsair Vengeance 64 GB,229.99,"5,6000","4,16",3.594,Black,12,36
Kingston FURY 128 GB,360.1,"5,5200","4,32",2.813,White,15.385,40
Patriot Viper Venom RGB 32 GB,89.99,"5,6000","2,16",2.812,Black / Silver,10,30
Kingston FURY Beast 32 GB,64.98,"4,3200","1,32",2.031,Black,10,16
Silicon Power XPOWER Zenith RGB Gaming 32 GB,94.97,"5,6000","2,16",2.968,Black,10,30
Kingston Server Premier 32 GB,115.82,"4,3200","1,32",3.619,,13.75,22
G.Skill Flare X5 64 GB,139.99,"5,5600","2,32",2.187,Black / White,12.857,36
Crucial CT25664AA667 2 GB,11,"2,667","1,2",5.5,Green,14.993,5
Kingston FURY Renegade 16 GB,,"4,5333","2,8",,Black,7.5,20
G.Skill Trident Z5 Royal Neo RGB 96 GB,439.99,"5,6000","2,48",4.583,Silver,9.333,28
ADATA XPG SPECTRIX D35G RGB 32 GB,132.91,"4,3600","2,16",4.153,Black,10,18
G.Skill Trident Z5 Royal Neo RGB 96 GB,449.99,"5,6000","2,48",4.687,Gold,9.333,28
Corsair Vengeance RGB 96 GB,363.99,"5,6800","2,48",3.792,Black / Silver,11.765,40
Kingston FURY Beast 16 GB,70.81,"5,6000","1,16",4.426,Black,10,30
G.Skill Ripjaws 4 16 GB,,"4,3000","2,8",,Blue,10,15
Corsair Dominator Titanium 96 GB,369.99,"5,6400","2,48",3.854,Black,10,32
Corsair Dominator Titanium 32 GB,181.99,"5,6600","2,16",5.687,Black,9.697,32
Corsair Vengeance LPX 8 GB,27.99,"4,2400","2,4",3.499,Black / Yellow,13.333,16
G.Skill Flare X5 96 GB,,"5,5200","2,48",,Black,15.385,40
Corsair Vengeance LPX 16 GB,,"4,3200","2,8",,Red,10,16
G.Skill Trident Z5 RGB 96 GB,289.99,"5,6400","2,48",3.021,White / Black,10,32
Corsair Vengeance RGB Pro 64 GB,139.99,"4,3600","2,32",2.187,Black,10,18
G.Skill Trident Z5 RGB 48 GB,249.99,"5,8200","2,24",5.208,Black,9.756,40
Corsair Vengeance RGB RT 32 GB,84.99,"4,3600","2,16",2.656,Black,8.889,16
Patriot Viper Steel 16 GB,26.49,"4,3200","1,16",1.656,Silver / Black,10,16
TEAMGROUP T-Force Delta RGB 32 GB,109.99,"5,6000","2,16",3.437,White,9.333,28
Corsair Dominator Platinum RGB 64 GB,211.99,"5,5600","2,32",3.312,White,14.286,40
G.Skill Ripjaws S5 48 GB,139.99,"5,6400","2,24",2.916,Black,10,32
G.Skill Trident Z RGB 64 GB,149.99,"4,4000","2,32",2.344,Black,9,18
TEAMGROUP Elite 16 GB,36.99,"5,4800","1,16",2.312,Black,16.667,40
Samsung M393A8G40MB2-CVF 64 GB,149.97,"4,2933","1,64",2.343,Green / Black,14.32,21
Corsair Vengeance RGB RT 32 GB,,"4,4600","2,16",,Black,7.826,18
G.Skill Trident Z Royal 128 GB,457.36,"4,4000","4,32",3.573,Silver,9,18
Kingston FURY Beast 32 GB,94.39,"5,5200","2,16",2.95,Black,13.846,36
Mushkin Redline ST 64 GB,204.99,"5,6400","2,32",3.203,Black,9.375,30
TEAMGROUP T-Force Delta RGB 32 GB,104.99,"5,6000","2,16",3.281,Black,12.667,38
Kingston FURY Beast RGB 32 GB,139,"5,6000","2,16",4.344,Black,12,36
Corsair Vengeance LPX 64 GB,128.99,"4,3200","4,16",2.015,Black / Yellow,10,16
Corsair Vengeance RGB Pro 16 GB,57.99,"4,3600","2,8",3.624,White,10,18
G.Skill Trident Z5 Neo RGB 32 GB,129.99,"5,6000","2,16",4.062,Silver / Black,9.333,28
Kingston FURY Renegade 96 GB,289.99,"5,6000","2,48",3.021,Silver / Black,10.667,32
Corsair Vengeance RGB Pro 32 GB,108.98,"4,3200","2,16",3.406,Black,10,16
G.Skill Ripjaws S5 32 GB,79.99,"5,5200","2,16",2.5,Black,13.846,36
Patriot Signature Line 16 GB,22.99,"4,3200","1,16",1.437,,13.75,22
G.Skill Trident Z Royal 128 GB,,"4,3600","4,32",,Gold,8.889,16
Kingston Server Premier 64 GB,281.99,"4,3200","1,64",4.406,,13.75,22
Corsair Vengeance RGB 32 GB,96.79,"5,5600","2,16",3.025,Black / Gray,14.286,40
Patriot Viper Venom 16 GB,38.99,"5,5200","1,16",2.437,Black / White,13.846,36
Corsair Vengeance LPX 16 GB,43.99,"4,3600","2,8",2.749,Black / Yellow,8.889,16
Kingston FURY Beast 64 GB,159.99,"5,5600","2,32",2.5,Black,14.286,40
Corsair Dominator Platinum RGB 32 GB,103.99,"4,3200","2,16",3.25,Black,10,16
G.Skill Aegis 16 GB,33.44,"4,3200","1,16",2.09,Red / Black,10,16
Corsair Vengeance LPX 16 GB,39.99,"4,3200","2,8",2.499,Black,10,16
G.Skill Trident Z5 RGB 64 GB,199.99,"5,6000","2,32",3.125,White / Black,10,30
Kingston HyperX Fury 8 GB,,"4,3200","1,8",,Black / Silver,11.25,18
Corsair Vengeance 64 GB,156.99,"5,5200","2,32",2.453,White,15.385,40
TEAMGROUP T-Force Delta RGB 32 GB,61.99,"4,3200","2,16",1.937,White,10,16
TEAMGROUP T-Create Expert 32 GB,105.99,"5,7200","2,16",3.312,White,9.444,34
Patriot Viper Venom 32 GB,99.99,"5,7200","2,16",3.125,Black / White,9.444,34
ADATA XPG GAMMIX D10 16 GB,,"4,3000","2,8",,Black / White,10.667,16
Gigabyte AORUS RGB 32 GB,,"5,6000","2,16",,Black,13.333,40
G.Skill Ripjaws M5 Neo RGB 64 GB,,"5,6000","2,32",,Black,9.333,28
Silicon Power XPOWER Zenith RGB Gaming 64 GB,176.99,"5,6000","2,32",2.765,Black,10,30
Patriot Signature Line 16 GB,25.99,"4,3200","2,8",1.624,,11.875,19
Crucial Classic 8 GB,21.99,"5,5600","1,8",2.749,Black,16.429,46
Silicon Power GAMING 16 GB,28.99,"4,3600","2,8",1.812,Gray / Silver,10,18
G.Skill Trident Z5 RGB 32 GB,109.99,"5,5600","2,16",3.437,Black,10,28
Corsair Dominator Titanium 32 GB,184.77,"5,7000","2,16",5.774,Black,9.714,34
Corsair Vengeance RGB Pro 32 GB,108.99,"4,3200","4,8",3.406,White,10,16
Corsair Vengeance RGB 96 GB,259.99,"5,5600","2,48",2.708,Black,14.286,40
Corsair Vengeance RGB 64 GB,219.99,"5,5600","4,16",3.437,Black / Gray,12.857,36
G.Skill Ripjaws M5 Neo RGB 32 GB,91.99,"5,6000","2,16",2.875,Black,12,36
Corsair Vengeance LPX 8 GB,19.98,"4,3200","1,8",2.498,Black,10,16
TEAMGROUP T-Force Delta RGB 16 GB,,"5,5600","2,8",,Black,14.286,40
Corsair Vengeance 96 GB,349.99,"5,6800","2,48",3.646,Black,11.765,40
Kingston Server Premier 64 GB,199,"4,3200","1,64",3.109,,13.75,22
TEAMGROUP Elite Plus 16 GB,37.99,"5,6000","1,16",2.374,Black,13.333,40
Acer Predator Vesta II RGB 32 GB,,"5,6000","2,16",,Black,10,30
G.Skill Trident Z5 Neo RGB 32 GB,124.99,"5,6400","2,16",3.906,White,9.375,30
Corsair Vengeance 64 GB,211.99,"5,5600","4,16",3.312,Black,12.857,36
G.Skill Trident Z5 Neo RGB 64 GB,149.99,"5,6000","2,32",2.344,Black,12,36
Crucial Ballistix 32 GB,,"4,3200","2,16",,Black,10,16
Corsair Vengeance LPX 256 GB,,"4,3600","8,32",,Black / Yellow,10,18
Corsair Vengeance 48 GB,179.99,"5,6000","2,24",3.75,Black / Gray,10,30
G.Skill Trident Z5 Royal 32 GB,169.99,"5,7200","2,16",5.312,Gold,9.444,34
Corsair Vengeance 96 GB,282.99,"5,5600","4,24",2.948,Black / Silver,14.286,40
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"5,6400","2,16",2.812,Black,12.5,40
G.Skill Ripjaws M5 RGB 64 GB,197.99,"5,6000","2,32",3.094,White,10,30
Kingston FURY Beast 8 GB,37.94,"5,6000","1,8",4.742,Black,10,30
Corsair Vengeance LPX 32 GB,89.99,"4,4000","2,16",2.812,Black / Yellow,9,18
Patriot Viper Venom RGB 32 GB,84.99,"5,6000","2,16",2.656,Black / White,12,36
G.Skill Trident Z5 Royal Neo RGB 64 GB,349.99,"5,6000","2,32",5.469,Gold,8.667,26
G.Skill Flare X5 96 GB,284.99,"5,6000","2,48",2.969,Black,10,30
Corsair Vengeance RGB 32 GB,129.99,"5,6200","2,16",4.062,White,11.613,36
Corsair Vengeance 32 GB,105.99,"5,6400","2,16",3.312,Black,11.25,36
TEAMGROUP Elite 16 GB,46.99,"5,5600","2,8",2.937,Black,16.429,46
ADATA XPG GAMMIX D30 16 GB,,"4,3200","2,8",,Silver / Black,10,16
Kingston FURY Beast 32 GB,118.75,"5,6000","2,16",3.711,Black,10,30
G.Skill Ripjaws M5 Neo RGB 32 GB,91.99,"5,6000","2,16",2.875,White,12,36
TEAMGROUP T-Force Vulcan 32 GB,92.99,"5,6000","2,16",2.906,Red,10,30
Patriot Viper Elite 5 RGB 32 GB,77.98,"5,5600","1,32",2.437,White,13.571,38
Patriot Viper Steel 16 GB,32.99,"4,3600","2,8",2.062,Gray,10,18
Patriot Viper Elite 5 RGB 16 GB,42.99,"5,6000","1,16",2.687,White,14,42
Corsair Vengeance LPX 128 GB,909.99,"4,2666","8,16",7.109,Black / Yellow,11.253,15
Kingston Fury Renegade RGB 48 GB,,"5,8000","2,24",,Black / Red,9,36
Corsair Vengeance 64 GB,149.99,"5,4800","2,32",2.344,Black,16.667,40
Corsair Vengeance RGB 32 GB,94.99,"5,6400","2,16",2.968,Black / Gray,11.25,36
Kingston FURY Beast 16 GB,58.56,"5,5600","2,8",3.66,Black,14.286,40
Kingston FURY Beast RGB 64 GB,239.99,"5,6400","2,32",3.75,Black,10,32
PNY XLR8 Gaming EPIC-X RGB 16 GB,36.99,"4,3200","2,8",2.312,Black,10,16
Corsair Vengeance RGB Pro SL 64 GB,165.99,"4,3600","4,16",2.594,White,10,18
Corsair Dominator Titanium 64 GB,309,"5,6000","4,16",4.828,White,12,36
Crucial Ballistix 16 GB,,"4,3600","2,8",,Black,8.889,16
TEAMGROUP Elite 16 GB,14.99,"3,1600","2,8",0.937,Black,13.75,11
Corsair Vengeance RGB 64 GB,259.99,"5,6000","4,16",4.062,Black,12,36
G.Skill Ripjaws V 16 GB,34.99,"4,2400","2,8",2.187,Black / Red,12.5,15
V-Color TRA564G60D436O 512 GB,3249.99,"5,6000","8,64",6.348,Black,12,36
Corsair Vengeance RGB 32 GB,117.99,"5,6000","2,16",3.687,White,13.333,40
G.Skill Trident Z5 Neo RGB 48 GB,224.99,"5,8000","2,24",4.687,Black,10,40
Corsair Dominator Platinum RGB 64 GB,259.99,"5,6000","2,32",4.062,Black,10,30
Kingston FURY Beast 32 GB,65.77,"4,3200","2,16",2.055,Black,10,16
OLOy ND4U1632161DJ0DA 32 GB,46.98,"4,3200","2,16",1.468,Black,10,16
Patriot Viper 3 8 GB,13.99,"3,1600","2,4",1.749,Black / Silver,11.25,9
Kingston ValueRAM 8 GB,23.15,"4,2666","1,8",2.894,Green / Black,14.254,19
Samsung M393A4K40BB1-CRC 32 GB,29.88,"4,2400","1,32",0.934,Green,14.167,17
Kingston FURY Beast RGB 16 GB,93.99,"5,6000","2,8",5.874,Black,10,30
TEAMGROUP T-Create Expert 48 GB,177.99,"5,7200","2,24",3.708,Black,9.444,34
G.Skill Ripjaws S5 32 GB,84.99,"5,5600","2,16",2.656,Black,12.857,36
Corsair Vengeance LPX 32 GB,63.99,"4,3000","2,16",2,Black,10.667,16
G.Skill Trident Z Neo 64 GB,134.99,"4,3600","2,32",2.109,Black / Silver,8.889,16
Klevv KD5AGU880-60A320F 32 GB,83.99,"5,6000","2,16",2.625,White,10.667,32
Klevv CRAS V RGB 32 GB,,"5,6000","2,16",,White,10,30
Corsair Vengeance RGB RS 32 GB,74.98,"4,3200","2,16",2.343,Black / Gray,10,16
TEAMGROUP T-Force Vulcan Z 32 GB,72.52,"4,3200","2,16",2.266,Red,10,16
G.Skill Trident Z5 RGB 32 GB,87.99,"5,6000","2,16",2.75,White / Black,12,36
Netac Shadow II 32 GB,,"4,3200","2,16",,Black,10,16
Patriot Viper Venom 64 GB,142.99,"5,5600","2,32",2.234,Black / White,12.857,36
Kingston FURY Beast 32 GB,89.65,"5,5600","1,32",2.802,Black,14.286,40
Silicon Power XPOWER Pulse Gaming 64 GB,164.99,"5,6000","2,32",2.578,Black / White,10,30
Corsair Vengeance RGB 32 GB,137.99,"5,6400","2,16",4.312,White / Silver,10,32
G.Skill Trident Z Neo 32 GB,72.98,"4,4000","2,16",2.281,Black / Silver,9,18
OLOy MD4U083016BGDA 16 GB,,"4,3000","2,8",,Black,10.667,16
TEAMGROUP T-Create Expert 64 GB,189.99,"5,6400","2,32",2.969,White,10.625,34
Crucial CT2K16G48C40U5 32 GB,82.73,"5,4800","2,16",2.585,Black,16.667,40
TEAMGROUP Xtreem 48 GB,224.99,"5,8000","2,24",4.687,Black,9.5,38
Corsair Vengeance LPX 32 GB,62.99,"4,2666","2,16",1.968,Black / Yellow,12.003,16
Corsair Vengeance RGB 32 GB,115.9,"5,7000","2,16",3.622,Black / Gray,10.286,36
G.Skill Trident Z5 Neo RGB 32 GB,119.99,"5,6400","2,16",3.75,Black,9.375,30
Corsair Vengeance RGB 96 GB,356.99,"5,6600","2,48",3.719,Black / Silver,9.697,32
Kingston HyperX Fury RGB 16 GB,,"4,3200","2,8",,Black,10,16
Corsair Dominator Platinum RGB 64 GB,294.99,"5,6000","2,32",4.609,Black,10,30
G.Skill Aegis 32 GB,46.99,"4,3000","2,16",1.468,Red / Black,10.667,16
Patriot Viper Venom 32 GB,69.98,"5,5200","1,32",2.187,Black / White,13.846,36
Lexar Ares RGB 32 GB,195.26,"5,6400","2,16",6.102,White,10,32
Kingston FURY Beast 32 GB,,"5,6000","2,16",,Black,12,36
G.Skill Ripjaws S5 32 GB,109.99,"5,6800","2,16",3.437,Black,10,34
Corsair Dominator Titanium 32 GB,159.99,"5,6000","2,16",5,Gray,10,30
Corsair Dominator Titanium 32 GB,172.99,"5,6400","2,16",5.406,White,10,32
Patriot Signature Line 8 GB,14.99,"4,3200","1,8",1.874,,13.75,22
TEAMGROUP T-Create Expert 96 GB,269.99,"5,6400","2,48",2.812,White,10,32
Patriot Signature Line 4 GB,8.78,"3,1600","1,4",2.195,Green / Black,13.75,11
Kingston FURY Renegade 64 GB,,"5,6000","2,32",,White / Silver,10.667,32
Kingston ValueRAM 4 GB,32.44,"2,800","2,2",8.11,Green,15,6
Corsair Vengeance 64 GB,183.99,"5,6000","2,32",2.875,Black,12.667,38
Corsair Vengeance RGB 64 GB,162.99,"5,5200","2,32",2.547,White / Gray,15.385,40
Samsung M378B5173DB0-CK0 4 GB,18.89,"3,1600","1,4",4.723,Green,13.75,11
Patriot Viper Xtreme 5 32 GB,104.99,"5,7600","2,16",3.281,Black,9.474,36
Lexar THOR 32 GB,,"4,3600","2,16",,White,10,18
Patriot Signature 8 GB,59,"3,1333","1,8",7.375,Green,13.503,9
Patriot Signature Line 16 GB,21.99,"4,2400","1,16",1.374,Green / Black,14.167,17
Kingston HyperX Fury 16 GB,,"3,1600","2,8",,Blue / Silver,12.5,10
Crucial CT2K32G48C40U5 64 GB,153.99,"5,4800","2,32",2.406,Black,16.667,40
TEAMGROUP T-Force Delta RGB 32 GB,169.99,"5,8000","2,16",5.312,White,9.5,38
Patriot Viper Venom 64 GB,137.99,"5,5200","2,32",2.156,Black / White,15.385,40
TEAMGROUP T-Force Xtreem 32 GB,119.99,"5,7200","2,16",3.75,Pink,9.444,34
