name,price,capacity,price_per_gb,type,cache,form_factor,interface
TEAMGROUP T-FORCE G50,57.99,1000,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SN550,149.94,1000,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,49.99,1000,0.05,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7300,87.99,1000,0.088,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Crucial P5 Plus,210.74,2000,0.105,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Patriot P220,12.99,128,0.101,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,465.94,22000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Samsung 980 Pro w/Heatsink,198.95,2000,0.099,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Samsung 850 Evo,,500,,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,359.99,20000,0.018,7200,256,3.5,SATA 6.0 Gb/s
Western Digital WD Blue SN5000,199.99,4000,0.05,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3040,1443.76,4000,0.361,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 ELITE,129.99,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial BX500,209.99,4000,0.052,SSD,,2.5,SATA 6.0 Gb/s
Leven JPS800,94.99,2000,0.047,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC3000,59.99,512,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P310,127.99,2000,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 980 Pro w/Heatsink,128,1000,0.128,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VP4300 Lite,61.99,1000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,66.98,500,0.134,SSD,,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,79,1000,0.079,5400,64,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,19,500,0.038,7200,16,3.5,SATA 6.0 Gb/s
Seagate Exos X18,309.99,18000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Kingston KC3000,276.66,4096,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS2230,57.99,1000,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S70 Blade,88.99,1000,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Pro,499.99,24000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Crucial P3,224.75,4000,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk AI,439.99,24000,0.018,7200,512,3.5,SATA 6.0 Gb/s
Klevv CRAS C910,192.99,4000,0.048,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T700 W/Heatsink,159.99,1000,0.16,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP700 PRO,154.99,1000,0.155,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP T-FORCE G50,102.99,2000,0.051,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,229.99,12000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Crucial BX500,19.7,240,0.082,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M480 PRO,84.99,1000,0.085,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Kingston NV2,237.77,4000,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,199.99,10000,0.02,7200,256,3.5,SATA 6.0 Gb/s
FanXiang S500 Pro,56.68,1000,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NQ790,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44,117.99,2000,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force GC PRO,199.99,2000,0.1,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD_BLACK,129.99,6000,0.022,7200,128,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD050,13.98,500,0.028,5400,8,2.5,SATA 3.0 Gb/s
Lexar NM710,88.74,1000,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK SN7100,79.99,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 980 Pro,,500,,SSD,512,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue SN5000,57.99,1000,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_Black SN850X w/Heatsink,99.99,1000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM620,121.75,2000,0.061,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S70 Blade,149.99,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
HP Y6P08AA,,2000,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,94.99,2000,0.047,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP44Q,115.99,2000,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4 Plus,219.99,2000,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 QVO,104.99,1000,0.105,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP MS30,49.99,1000,0.05,SSD,,M.2-2280,M.2 SATA
Western Digital Purple Pro,499.99,24000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Crucial T705 W/Heatsink,281.99,2000,0.141,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD_BLACK SN7100,139.99,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP33,21.99,256,0.086,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM620,42.99,512,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,64.98,2000,0.032,7200,256,3.5,SATA 6.0 Gb/s
Corsair MP700 PRO,489.99,4000,0.122,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial T500,309.99,4000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,75.37,3000,0.025,7200,64,3.5,SATA 6.0 Gb/s
Corsair MP600 CORE XT,249.99,4000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec P3,43.99,1000,0.044,SSD,,2.5,SATA 6.0 Gb/s
Patriot P210,27.29,512,0.053,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN770,50.69,250,0.203,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P210,16.98,256,0.066,SSD,,2.5,SATA 6.0 Gb/s
Kingston NV3,239.99,4000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro,220,14000,0.016,7200,256,3.5,SATA 6.0 Gb/s
MSI SPATIUM M570 HS,239.99,2000,0.12,SSD,4096,M.2-2280,M.2 PCIe 5.0 X4
Western Digital WD_Black SN850X w/Heatsink,289.99,4000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T700 W/Heatsink,,4000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Sabrent Rocket 4,99.99,1000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force GC PRO,,4000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Blue SA510,119,2000,0.06,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green SN350,109.91,2000,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A60,50.97,1000,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Timetec 30TT253X2,24.99,512,0.049,SSD,,2.5,SATA 6.0 Gb/s
Timetec 35TTFP6PCIE,47.99,1000,0.048,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 980,49.99,250,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 870 QVO,185.7,2000,0.093,SSD,,2.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS G3,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01ACA100,,1000,,7200,32,3.5,SATA 6.0 Gb/s
TEAMGROUP MP44,239.99,4000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P1,109,1000,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial T700 W/Heatsink,229.99,2000,0.115,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial BX500,34.43,480,0.072,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2241,109.99,2000,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G70 PRO Graphene,119.99,2000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 5,189.99,1000,0.19,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP T-Force Vulcan Z,27.99,512,0.055,SSD,,2.5,SATA 6.0 Gb/s
Kingston A400,29.99,120,0.25,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7300,142.99,2000,0.071,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO,279.99,4000,0.07,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X20,359.99,20000,0.018,7200,256,3.5,SATA 6.0 Gb/s
Intel 660p,89,1020,0.087,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise Capacity,165.99,10000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK,179.99,8000,0.022,7200,128,3.5,SATA 6.0 Gb/s
Corsair MP600 ELITE,74.98,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XG7000,54.99,1000,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power P34A60,20.99,256,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 860 Evo,89,250,0.356,SSD,512,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK,99.99,2000,0.05,7200,64,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA G2,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700 PRO SE with Air Cooler,559.99,4000,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial P2,119.9,1000,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,50.99,1000,0.051,5400,64,3.5,SATA 6.0 Gb/s
Inland Performance Plus,134.99,2000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 540,299.6,2000,0.15,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial T705 W/Heatsink Limited Edition,291.99,2000,0.146,SSD,,M.2-2280,M.2 PCIe 5.0 X4
FanXiang S500 Pro,34.7,512,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS1030,74.14,1000,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530R,149.99,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Desktop HDD,,4000,,5900,64,3.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,84.99,4000,0.021,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Blue,99.99,6000,0.017,5400,256,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 14000,,4000,,SSD,8192,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP MP44Q,229.99,4000,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44,63.99,1000,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power US75,209.99,4000,0.052,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,54.99,1000,0.055,10000,64,2.5,SATA 6.0 Gb/s
Kingston Fury Renegade,59.99,500,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 Evo,54.99,250,0.22,SSD,512,2.5,SATA 6.0 Gb/s
KingSpec XF,185.99,4000,0.046,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda Compute,49.99,2000,0.025,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Blue SN550,110,500,0.22,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP Cardea A440,124.99,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 QVO,345,4000,0.086,SSD,,2.5,SATA 6.0 Gb/s
Lexar NQ790,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power US75,59.99,1000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power SU128GBSS3A55S25AE,14.99,128,0.117,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM710,148,2000,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,84.24,2000,0.042,5400,128,2.5,SATA 6.0 Gb/s
Patriot Viper VP4300 Lite,204.99,4000,0.051,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force GE PRO Graphene,,8000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Green,51.5,240,0.215,SSD,,2.5,SATA 6.0 Gb/s
Timetec 35TTQNM2SATA,26.99,512,0.053,SSD,,M.2-2280,M.2 SATA
Western Digital Blue SA510,68.4,1000,0.068,SSD,,2.5,SATA 6.0 Gb/s
PNY CS900,94.99,2000,0.047,SSD,,2.5,SATA 6.0 Gb/s
Kingston A2000,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P300,94.99,2000,0.047,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Integral M3 Series Plus,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK,269.99,10000,0.027,7200,256,3.5,SATA 6.0 Gb/s
Kingston A2000,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec XG7000,194.98,4000,0.049,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SN570,80.3,500,0.161,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MS30,27.99,512,0.055,SSD,,M.2-2280,M.2 SATA
Patriot P310,18.48,240,0.077,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SK Hynix Gold P31,109.99,1000,0.11,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q,,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MQ01ABD032,12.29,320,0.038,5400,8,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,144.94,5000,0.029,5400,128,2.5,SATA 6.0 Gb/s
Western Digital WD Blue SN5000,119.99,2000,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Solidigm P44 Pro,209.95,2000,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland Performance Plus,74.98,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,132,6000,0.022,5400,256,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,149.99,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A55,18.99,256,0.074,SSD,,2.5,SATA 6.0 Gb/s
Kingston NV2,,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,329.99,16000,0.021,7200,256,3.5,SATA 6.0 Gb/s
PNY CS2230,32.99,500,0.066,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P400 Lite,34.99,500,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,129.99,4000,0.032,7200,256,3.5,SATA 6.0 Gb/s
Samsung 960 Pro,689.95,2000,0.345,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU630,26.61,240,0.111,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750,114.99,500,0.23,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P310,27.99,480,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4 Plus G,1174.99,4000,0.294,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Pro,239.99,512,0.469,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG10 512e,352.95,20000,0.018,7200,512,3.5,SATA 6.0 Gb/s
Samsung 960 Evo,87.95,250,0.352,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SA510,239.99,4000,0.06,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,24.99,240,0.104,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,17.98,256,0.07,SSD,,2.5,SATA 6.0 Gb/s
Intel 670p,82.39,1000,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,21.01,500,0.042,7200,16,3.5,SATA 6.0 Gb/s
Orico O7000,129.99,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-GP,75,1000,0.075,5400,64,3.5,SATA 6.0 Gb/s
MSI SPATIUM M450,48.35,500,0.097,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P2,89.53,500,0.179,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,84.99,4000,0.021,5400,256,3.5,SATA 3.0 Gb/s
TEAMGROUP AX2,45.99,1000,0.046,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 4 Plus,499.99,4000,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,178.39,8000,0.022,5640,256,3.5,SATA 6.0 Gb/s
SK Hynix Gold P31,124.99,2000,0.062,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P210,47.99,1000,0.048,SSD,,2.5,SATA 6.0 Gb/s
Patriot P310,47.99,960,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD85,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda,156,2000,0.078,,,2.5,SATA 6.0 Gb/s
Silicon Power P34A60,16.98,128,0.133,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,210.99,8000,0.026,7200,256,3.5,SATA 6.0 Gb/s
MSI SPATIUM M460,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P220,16.79,256,0.066,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 530,159,1000,0.159,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,84.99,512,0.166,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X16,399,16000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,235,2000,0.117,SSD,2048,2.5,SATA 6.0 Gb/s
KingSpec NX-2280,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Asus ROG Strix SQ7,,1000,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Western Digital RE,49.95,2000,0.025,7200,128,3.5,SATA 6.0 Gb/s
Samsung 970 Evo,258.3,2000,0.129,SSD,2048,M.2-2280,M.2 PCIe 3.0 X4
Samsung 860 QVO,109.99,1000,0.11,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC520,214,12000,0.018,7200,,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4 Plus,119.99,1000,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,62.5,1000,0.062,SSD,,2.5,SATA 6.0 Gb/s
Patriot Burst Elite,15.99,240,0.067,SSD,,2.5,SATA 6.0 Gb/s
Orico Y-20,16.98,128,0.133,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Evo,199.99,1000,0.2,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP33 PRO,35.99,512,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO LPX,907.99,8000,0.113,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X14,200.17,12000,0.017,7200,256,3.5,SATA 6.0 Gb/s
FanXiang S880,123.49,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,239.99,12000,0.02,7200,256,3.5,SATA 6.0 Gb/s
Solidigm P41 Plus,91.9,1000,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T705 W/Heatsink,169.99,1000,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Sabrent Rocket 5,339.99,2000,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba MQ01ABD-V,29.99,1000,0.03,5400,,2.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,79.98,1000,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Pro,946.15,4000,0.237,SSD,4096,2.5,SATA 6.0 Gb/s
Crucial T500,72.98,500,0.146,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN850,127.99,1000,0.128,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Pro,399.99,1000,0.4,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC600,34.39,256,0.134,SSD,,2.5,SATA 6.0 Gb/s
Verbatim Vi5000,144.51,2000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T500 W/Heatsink,144.94,2000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi 0F23663,,6000,,7200,128,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,201,12000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Western Digital WD Green SN3000,67.99,1000,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung PM893,1040,7680,0.135,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,59.99,1000,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston NV1,58.77,1000,0.059,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 710,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG07ACA12TE,269.99,12000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Silicon Power A55,39.98,128,0.312,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,39.99,1000,0.04,7200,64,3.5,SATA 6.0 Gb/s
Kingston NV1,55.88,500,0.112,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X18,279.99,16000,0.017,7200,256,3.5,SATA 6.0 Gb/s
Solidigm P41 Plus,140.48,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,594.45,20000,0.03,7200,512,3.5,SATA 6.0 Gb/s
Orico O7000,69.98,1000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C910,34.99,500,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,229.99,14000,0.016,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP MP33 PRO,102.99,2000,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST500LM021,20.49,500,0.041,7200,32,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z540,219.99,2000,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4
FanXiang S880,75.98,1000,0.076,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue,44.99,1000,0.045,5400,64,3.5,SATA 6.0 Gb/s
Crucial MX500,,4000,,SSD,,2.5,SATA 6.0 Gb/s
PNY CS1030,29.99,500,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,108,4000,0.027,7200,128,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,149.99,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,209,10000,0.021,7200,256,3.5,SATA 6.0 Gb/s
Solidigm P44 Pro,129.85,1000,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS900,19.98,250,0.08,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK,,1000,,7200,64,3.5,SATA 6.0 Gb/s
Samsung 850 Pro,135.4,256,0.529,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2150,,1000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Patriot P220,86.99,2000,0.043,SSD,,2.5,SATA 6.0 Gb/s
Acer Predator GM7,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial MX500,,250,,SSD,256,2.5,SATA 6.0 Gb/s
Samsung 960 Evo,136.03,500,0.272,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q5,62.9,1000,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,112.99,2000,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM620,81.11,256,0.317,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,109.99,2000,0.055,SSD,,2.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,154.99,2000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P310,46.98,500,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black,49.5,500,0.099,7200,32,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,39.85,480,0.083,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z540,,1000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
ADATA LEGEND 860,77.61,1000,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba HDKBB96,29.95,1000,0.03,5400,8,2.5,SATA 6.0 Gb/s
Hitachi 0B36040,100,4000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Crucial T500 W/Heatsink,99.99,1000,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,38.99,250,0.156,SSD,,2.5,SATA 6.0 Gb/s
Patriot P220,26.99,512,0.053,SSD,,2.5,SATA 6.0 Gb/s
Patriot Burst Elite,25.49,480,0.053,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 900,64.98,1000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS,,8000,,SSD,,PCIe,PCIe x16
Seagate Surveillance HDD,308.37,8000,0.039,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Graphene,74.98,1000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Evo,,250,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Western Digital DC HC530,254.97,14000,0.018,7200,512,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,135,6000,0.022,5400,256,3.5,SATA 6.0 Gb/s
Inland QN450,109.99,2000,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P5 Plus,,500,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
Seagate SkyHawk Surveillance,92.5,4000,0.023,7200,256,3.5,SATA 6.0 Gb/s
