name,price,style,switches,backlit,tenkeyless,connection_type,color
Razer BlackWidow Lite,,Gaming,Razer Orange,White,true,Wired,Black
Asus ROG Azoth,,Mini,ROG NX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G815,319.99,Gaming,Logitech GL Tactile,RGB,false,Wired,White / Silver
Dell Alienware Pro,188.98,Gaming,Alienware Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech G13,489,Gaming,,RGB,true,Wired,Black
NZXT Function 2,57,Gaming,NZXT Swift Optical 40g,RGB,true,"Wired, Wired",Black
Logitech MX Keys Gen 2,199.99,Slim,,,false,"Wired, Wired, Wireless, Bluetooth Wireless",
Corsair STRAFE RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Ducky One 3 Matcha,99,Standard,Cherry MX Brown,,true,Wired,Beige / Green
Razer BlackWidow V3 Mini HyperSpeed,97.01,Gaming,Razer Yellow,RGB,true,Wireless,Black
MSI VIGOR GK50 ELITE LL,,Gaming,Kailh Blue,RGB,false,Wired,Silver / Black
Logitech G915 LIGHTSPEED TKL,189.99,Gaming,Logitech Low-Profile GL Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Corsair K70 RGB PRO,138.94,Gaming,Corsair OPX,RGB,false,Wired,Black
Keychron K3 V2 Ultra-slim,,Standard,Keychron Optical Brown Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Womier SK75,113.99,Mini,Womier Mint Blizzard Linear,RGB,false,"Wired, Wireless, Bluetooth Wireless",Blue / White
Corsair K95 RGB PLATINUM,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Keychron K2 Plastic,79.98,Standard,Gateron G Pro Brown,White,true,Wireless,Black / Gray
Cooler Master SK620,40,Gaming,TTC Blue,RGB,true,Wired,Silver / White
Logitech G413 Carbon,179,Gaming,Romer-G Tactile,Red,false,Wired,Black
Razer TARTARUS V2,70.98,Ergonomic,,RGB,true,Wired,Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",Black
Asus ROG Falchion RX,139.99,Slim,ROG RX Blue Optical,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Happy Hacking Professional 2,,Standard,Topre 45g,,true,Wired,White
HP HyperX Alloy Rise 75,99.99,Gaming,HyperX Red,RGB,true,Wired,Black
Logitech G915 Lightspeed,,Gaming,Logitech GL Tactile,RGB,false,"Wireless, Bluetooth Wireless",Black
Aula SHIHUNZAN,,Gaming,,Blue,false,Wired,Black
ROCCAT Magma,49.95,Gaming,,RGB,false,Wired,Black
8BitDo Retro C64,79.98,Gaming,Kailh Box White V2,,false,"Wired, Wireless, Bluetooth Wireless",Brown / Beige
GameMax Strike,,Gaming,Outemu Red,Multicolor,false,Wired,Black
Cherry Compact 11900 Series,226.99,Standard,,,false,Wired,Gray
HP HyperX Alloy FPS Pro,,Gaming,Cherry MX Red,Red,true,Wired,Black
Logitech G713,119.99,Gaming,GX Blue,RGB,true,"Wired, Wired",White
Logitech G715,99.99,Gaming,GX Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech PRO X 60,123,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Razer Orbweaver Chroma Elite RGB Gaming Keypad,,Gaming,Razer Green,RGB,true,Wired,Black
Razer Huntsman V2,204.94,Gaming,Razer Red Optical Linear,RGB,false,Wired,Black
Keychron K10,84.99,Standard,Gateron G Pro Brown,White,false,"Wired, Bluetooth Wireless",Gray / Black
Logitech G515,79.98,Gaming,Logitech Low-Profile GL Tactile,RGB,true,Wired,Black
Logitech G915 Lightspeed,,Gaming,Logitech GL Linear,RGB,false,Wireless,Black
MSI VigorGK30W,,Gaming,,RGB,false,Wired,White
Razer Cynosa Lite,78.79,Gaming,,RGB,false,Wired,Black
Ducky One 3 Matcha,,Standard,Cherry MX Red,,true,Wired,Beige / Green
Logitech G515 LIGHTSPEED,129,Gaming,GL Linear V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron K3 Max,119.99,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Gray
Tecware Phantom+,64.98,Gaming,Tecware Wraith Pink,RGB,true,Wired,Black
DrunkDeer G65,117.99,Gaming,,RGB,true,Wired,Black
Corsair K60 RGB Pro SE,109.99,Gaming,Cherry Viola,RGB,false,Wired,Black
Razer BlackWidow Chroma,169,Gaming,Razer Green,RGB,false,Wired,Black
DROP CTRL,,Gaming,Cherry MX Brown,RGB,true,Wired,Silver / Black
Corsair K70 RGB TKL CHAMPION SERIES,129.99,Gaming,Corsair OPX,RGB,true,Wired,Black
Logitech Signature K650,43.99,Standard,,,false,"Wireless, Bluetooth Wireless",Black
Verbatim 70724,21.91,Slim,,,false,Wireless,Black
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Razer BlackWidow V4 X,129.99,Gaming,Razer Yellow,RGB,false,Wired,Black
Redragon K552-RGB,,Gaming,Outemu Blue,RGB,true,Wired,Black
Ducky One 3 w/ Quack Mechanics,154,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Black
RK Royal Kludge RK61,49.99,Mini,RK Brown,White,true,"Wired, Wireless, Bluetooth Wireless",White
Cherry MX 10.0N,243.64,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
SteelSeries Apex 3,,Gaming,,RGB,true,Wired,Black
Logitech MK470,39.99,Slim,,,false,"Wired, Wireless",Pink / White
HP HyperX Alloy Core,,Gaming,,RGB,false,Wired,Black
Corsair K55 RGB,,Gaming,,RGB,false,Wired,Black
Asus ROG Falchion,109.99,Gaming,Cherry MX Brown RGB,RGB,true,"Wired, Wireless",Black
Ducky Zero 6108 Classic,99,Standard,Cherry MX2A Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech K830,390,Slim,,White,true,Wireless,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Corsair K100 RGB,,Gaming,Corsair OPX,RGB,false,Wired,Gold / Black
MSI VIGOR GK20,36.98,Gaming,,RGB,false,Wired,Black
Ducky One 3 w/ Quack Mechanics,114,Gaming,Cherry MX Brown,RGB,true,Wired,Black
Keychron K2 HE Special Edition,,Standard,Gateron Nebula,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Brown
Redragon K598-KNS,,Gaming,Outemu Brown,RGB,true,"Wired, Wired, Wireless",Black
Corsair K55 CORE RGB,56,Gaming,,RGB,false,Wired,Gray / Black
Corsair K70 MAX RGB UK,,Gaming,Corsair MGX Steel Grey,RGB,false,Wired,Black
Womier SK75,113.99,Mini,Womier Mint Blizzard Linear,RGB,false,"Wired, Wireless, Bluetooth Wireless",Beige / Red
Logitech G915 X LIGHTSPEED,221.59,Gaming,Logitech Low-Profile GL Clicky,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 QMK V2 Knob,209,Mini,Gateron G Pro Brown,,true,Wired,Silver / Yellow
Apple Magic,119.99,Slim,,,false,Bluetooth Wireless,White
Corsair K70 RGB MK.2 SE,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,White / Silver
Redragon K596 Vishnu,,Gaming,Outemu Red,RGB,true,Wireless,Black
Logitech MK295 Silent,29.99,Standard,,,false,"Wired, Wireless",White
Tecware Phantom RGB,49.99,Gaming,Outemu Brown,RGB,true,Wired,Black
NZXT Function 2,56.99,Gaming,NZXT Swift Optical 40g,RGB,false,"Wired, Wired",Black
SteelSeries Apex 3 (2020),49.99,Gaming,,RGB,false,Wired,Black
Logitech Y-UY95,319.79,Gaming,,,false,Wired,Black
HP Wireless Classic Desktop,,Standard,,,false,Wireless,Black
Logitech Signature MK650,69.98,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X,148,Gaming,Logitech GX Brown Tactile,RGB,true,,Black
Razer Tartarus Pro,129.99,Ergonomic,Razer Red Optical Linear,RGB,true,Wired,White / Gray
Logitech G513 Carbon,199.99,Gaming,Romer-G Tactile,RGB,false,Wired,Black
Asus ROG Falchion Ace,200,Gaming,ROG NX Red,RGB,true,Wired,White
Redragon K550-W RGB Yama,,Gaming,Outemu Purple,RGB,false,Wired,White
Logitech G915 X,179.99,Gaming,Logitech GL Linear,RGB,false,Wired,Black
ADATA XPG INFAREX K10,39.99,Gaming,,RGB,false,Wired,Black
EVGA Z20,,Gaming,LK Light Strike Linear,RGB,false,Wired,Black
ROCCAT Vulcan TKL Pro,171.06,Gaming,Roccat Titan Optical,RGB,true,Wired,Black
Logitech MK710,70.99,Ergonomic,,,false,Wireless,Black
HP OMEN 1100,92,Gaming,Greetech Blue,Red,false,Wired,Black / Red
Logitech POP Keys Cosmos,92.99,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Purple
Thermaltake W1,109.99,Standard,Cherry MX Red,,false,"Wired, Wireless, Bluetooth Wireless",Black
Redragon Karura K502,,Gaming,,RGB,false,Wired,Black
Keychron Q6 Pro,229.99,Gaming,Keychron K Pro Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / Blue
Patriot Viper V760,,Gaming,Kailh Brown,RGB,false,Wired,Black
Corsair K65 PLUS,,Gaming,Corsair MLX Red Linear,RGB,true,"Wired, Wireless",Black
IOGEAR GKM571R,,Mini,,,true,Wireless,Black
Corsair K70,214.99,Gaming,Cherry MX Blue,Red,false,Wired,Black
Redragon K551,,Gaming,Outemu Blue,Red,false,Wired,Black / Red
Keychron K8 Aluminum Frame,,Standard,Gateron G Pro Red Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron Q1 QMK V2 Knob,189.99,Mini,Gateron G Pro Brown,,true,Wired,White
Keychron K10,99.99,Standard,Gateron G Pro Red,RGB,false,"Wired, Bluetooth Wireless",Gray / Black
Logitech MX KEYS S,104.48,Standard,,,false,"Wired, Wireless, Bluetooth Wireless",White
Logitech G413 SE,,Gaming,Kailh LT Brown,White,true,Wired,Black
8BitDo Retro Fami,89,Gaming,Kailh Box White V2,,false,"Wired, Wireless, Bluetooth Wireless",White / Red
Microsoft WTA-00001,,Ergonomic,,,false,Wireless,Black / Silver
Logitech MX KEYS MINI,99.99,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Black
Adesso EasyTouch 625,64.48,Gaming,Kailh Blue,,true,Wired,Black
Logitech CRAFT,,Standard,,,false,Wireless,Black
Dell Alienware Pro,199.99,Gaming,Alienware Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G110,,Standard,,Multicolor,false,Wired,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Pink Linear,RGB,true,Wired,Black
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Cherry STREAM,23.99,Slim,Cherry SX,,true,Wired,Black
Razer BlackWidow V4 Pro,,Gaming,Razer Green,RGB,false,Wired,Black
Dell KM7321W,81.99,Standard,,,false,"Wired, Wireless",Black / Gray
Logitech K845,59.99,Standard,TTC Blue,White,false,Wired,Black
ROCCAT Vulcan TKL,80.99,Gaming,Roccat Titan Red,RGB,true,Wired,Black
NZXT Function Tenkeyless,105.15,Gaming,Gateron Red,RGB,true,Wired,White / Black
Keychron C2 Pro V1 Hotswap,71.4,Standard,Keychron K Pro Brown,RGB,false,Wired,Black / Gray
Logitech MX KEYS S,188,Slim,,White,false,"Wired, Wired, Wireless, Bluetooth Wireless",Black
Logitech MK320,29.99,Standard,,,false,Wireless,Black
Tecware Phantom RGB,49.99,Gaming,Outemu Blue,RGB,true,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
Logitech G915 LIGHTSPEED TKL,189.99,Gaming,Logitech Low-Profile GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
ADATA XPG INFAREX K20,,Gaming,Kailh Blue,RGB,false,Wired,Red
Corsair K65 LUX RGB,,Gaming,Cherry MX Red,RGB,true,Wired,Black
ROCCAT Vulcan 122 AIMO,,Gaming,Roccat Titan Brown,RGB,false,Wired,Silver
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,true,Bluetooth Wireless,White
Logitech G413 SE,,Gaming,Kailh LT Brown,White,true,Wired,Black
Thermaltake Commander Bundle,,Gaming,,Blue,false,Wired,Black / Silver
HP HyperX Alloy Rise,114.99,Gaming,HyperX Red,RGB,false,Wired,Black
Logitech MX Mechanical Mini,114.99,Slim,Kailh Choc V2 Brown,White,true,Wireless,
iBuypower MEK 4,104,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Logitech G915 LIGHTSPEED TKL,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Razer Battlefield 4 BlackWidow Ultimate,295,Gaming,Cherry MX Blue,Orange,false,Wired,Black
Corsair K65 RGB MINI,,Mini,Cherry MX Red,RGB,true,Wired,Black
Asus ROG Falchion Ace,90,Gaming,ROG NX Brown,RGB,true,Wired,Black
Tecware Phantom+ Elite,85.99,Gaming,Tecware Wraith Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
CyberPowerPC Skorpion K2,,Gaming,CP Kontact Blue,RGB,false,Wired,Black
Keychron K3 V2 Ultra-slim,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Corsair K70 PRO TKL ABS,179.99,Gaming,Corsair MGX V2,RGB,true,Wired,Black
Adesso AKB-111UB,17.98,Mini,,,true,Wired,Black
Inland ProHT,35.83,Gaming,Outemu Blue,Multicolor,false,,Black
Razer Blackwidow Ultimate 2014,199,Gaming,Razer Green,Green,false,Wired,Black
Logitech Pedbble Keys 2 K380S,34.99,Standard,,,true,Bluetooth Wireless,Black
Logitech G105,255.7,Gaming,,Blue,false,Wired,Black
Logitech G512 CARBON,99.99,Gaming,Kailh GX Blue,RGB,false,Wired,Black
Logitech PRO X RAPID,149.99,Gaming,Logitech Magnetic Analog,RGB,true,Wired,Pink
Corsair K70 LUX RGB,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,true,Bluetooth Wireless,Black
Kinesis Gaming Freestyle Edge,199,Ergonomic Split,Cherry MX Brown,RGB,true,Wired,Black
Asus TUF Gaming K7,155.99,Gaming,Optical-mech Tactile,RGB,false,Wired,Black
Ducky ONE 3,,Gaming,Cherry MX Brown RGB,RGB,false,Wired,White
Keychron Q6 HE QMK,,Standard,Gateron Nebula,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
SteelSeries Apex 3,,Gaming,,RGB,true,Wired,Black
Verbatim 99793,17.7,Slim,,,false,Wireless,Black
Logitech Pebble 2,42.99,Standard,,,true,"Wired, Wireless, Bluetooth Wireless",Black
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Perixx PERIBOARD-407W,16.98,Mini,,,false,Wired,White
Asus ROG Falchion,149.99,Gaming,Cherry MX Blue RGB,RGB,true,"Wired, Wireless",Black
Logitech G810 Orion Spectrum RGB,,Gaming,Romer-G Tactile,RGB,false,Wired,Black
Corsair STRAFE RGB MK.2,,Gaming,Cherry MX Red,RGB,false,Wired,
Corsair K60 RGB Pro,,Gaming,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
Dell Alienware AW510K Lunar Light,129.99,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,Silver / Black
Razer Huntsman V3 Pro Mini,,Mini,Razer Analog Optical Switch Gen-2,RGB,true,Wired,Black
Logitech G713,143.99,Gaming,GX Brown,RGB,true,"Wired, Wired",White
Tecware Phantom+ Elite,85.99,Gaming,Tecware Wraith Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Dell Alienware AW510K Dark side of the moon,129.99,Gaming,Cherry MX Low Profile Red,RGB,false,Wired,Black / Silver
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Targus AKB30AMUS,,Standard,,,false,Wired,Black
Logitech G513 Carbon,149.99,Gaming,GX Red,RGB,false,Wired,Black
A4Tech Bloody Gaming B975,125.99,Gaming,LK Light Strike Libra,RGB,false,Wired,Black / Red
Razer DeathStalker V2,99.99,Gaming,Razer Purple Low-Profile Optical Clicky,RGB,false,Wired,Black
HP 230,24.99,Standard,,,false,"Wired, Wireless",Black
IQUNIX ZX75 Gravity Wave,199.99,Gaming,TTC Speed Silver,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
Corsair K95 RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Logitech G610,,Gaming,Cherry MX Brown,White,false,Wired,Black
Razer Huntsman Elite,,Gaming,Razer Red Optical Linear,RGB,false,Wired,Black
Womier SK75,,Mini,Womier Mint Blizzard Linear,RGB,false,"Wired, Wireless, Bluetooth Wireless",White
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Tripp Lite IN3010KB,14.99,Slim,,,false,Wireless,White
Cooler Master CK721,60.12,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Corsair K70 PRO MINI,,Mini,Cherry MX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
HP 330,32.99,Standard,,,false,"Wired, Wireless",Black
Tecware Phantom+,57.99,Gaming,Tecware Wraith Brown,RGB,true,Wired,Black
Logitech Wave Keys,59.99,Ergonomic,,,false,"Wired, Wireless, Bluetooth Wireless",Pink
Asus ROG Strix Scope,,Gaming,ROG NX Red,RGB,true,Wired,White / Gray
Cooler Master CK720 US,49.95,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
SteelSeries Apex 7,,Gaming,SteelSeries QX2 Brown,RGB,false,Wired,Black
Asus ROG Strix Flare II,179,Gaming,ROG NX Brown,RGB,false,Wired,Black
Cooler Master Storm QuickFire Ultimate,,Gaming,Cherry MX Red,Red,false,Wired,Black
Redragon K585 DITI,36.99,Gaming,Outemu Blue,RGB,false,Wired,Black
Logitech K380,39.49,Standard,,,true,Bluetooth Wireless,Pink
Corsair STRAFE,,Gaming,Cherry MX Red,Red,false,Wired,Black
Logitech G715,,Gaming,GX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech K120,16.98,Standard,,,false,Wired,Black
Corsair STRAFE RGB,,Gaming,Cherry MX Silent,RGB,false,Wired,Black / White
Razer BlackWidow Tournament Edition Chroma V2,,Gaming,Razer Green,RGB,true,Wired,Black
Razer BlackWidow Elite,239.95,Gaming,Razer Yellow,RGB,false,Wired,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Pink Linear,RGB,true,Wired,White
Dell KM300C,27.52,Standard,,,false,Wired,Black
Mad Catz The Authentic S.T.R.I.K.E. 4,130.4,Gaming,Cherry MX Red,Multicolor,false,Wired,Black / Silver
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
Ducky One 2 RGB TKL,104,Standard,Cherry MX Blue,RGB,true,Wired,Black
Thermaltake TT Premium X1 RGB,99.33,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Keychron K2 Hot-swappable,,Gaming,Gateron Blue,White,true,Wireless,Black / White
Corsair K70 CORE,99.99,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Gray / Black
Corsair K65 PLUS,,Gaming,Corsair MLX Red Linear,RGB,true,"Wired, Wireless",Black
Tecware Phantom+,57.99,Gaming,Tecware Wraith Orange,RGB,true,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Cooler Master CK552,109.99,Gaming,Gateron Red,RGB,false,Wired,Black
Keychron K2 V2 Aluminum,99.99,Standard,Gateron G Pro Blue,RGB,true,Wireless,Black / Gray
Das Keyboard 4 Professional,179,Standard,Cherry MX Brown,,false,Wired,Black / Red
ROCCAT Pyro,79.98,Gaming,TTC Red,RGB,false,Wired,Black
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Logitech Pebble 2,53.99,Standard,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Razer Huntsman V3 Pro,,Gaming,Razer Analog Optical Switch Gen-2,RGB,false,Wired,Black
Keychron K17 Pro,,Standard,Gateron Low-Profile Brown (Hot-Swappable),RGB,false,"Wired, Bluetooth Wireless",Black / Red
GAMDIAS HERMES E3,39.99,Gaming,Outemu Blue,RGB,true,Wired,Black
HP 320MK,23.99,Standard,,,false,Wired,Black
Logitech ERGO K860,139.99,Ergonomic,,,false,"Wired, Wireless, Bluetooth Wireless",
HYTE KEEB TKL,179.99,Gaming,HYTE Fluffy Lavender Linear,RGB,true,Wired,Black / Clear
Logitech G515 LIGHTSPEED,,Gaming,GL Linear V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Corsair K63 (MX Red w/Blue LED),,Gaming,Cherry MX Red,Blue,true,Wireless,
MSI VIGOR GK50 LOW PROFILE,,Gaming,Kailh Blue Low Profile,RGB,false,Wired,Silver / Black
Redragon K550 RGB YAMA,,Gaming,Outemu Purple,RGB,false,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Red,RGB,true,Wired,White / Black
Varmilo Miya68-C Panda R2,,Standard,EC Sakura V2,White,true,Wired,Black / White
Keychron K8,,Standard,Gateron G Pro Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Brown Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron Q3 Pro Special Edition,,Standard,Keychron K Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Logitech G915 LIGHTSPEED TKL,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Cooler Master SK630,59.99,Gaming,Cherry MX Low Profile Red,RGB,true,Wired,White / Silver
Lenovo Legion K500 RGB,79.98,Gaming,Kailh Red,RGB,false,Wired,Black
Logitech K780,54.95,Slim,,,false,Wireless,Black
Razer Pro Type Ultra - UK,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G915 X,,Gaming,Logitech GL Tactile,RGB,false,Wired,Black
Cooler Master MS110,,Gaming,,RGB,false,Wired,Black
Razer DeathStalker V2,145.94,Gaming,Razer Red Low-Profile Optical Linear,RGB,false,Wired,Black
Cooler Master CK720 US,49.95,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
ADATA XPG Sorcerer,63.67,Gaming,XPG Red,RGB,false,Wired,Black
Das Keyboard 6 Professional,199,Standard,Cherry MX Brown,White,false,Wired,Black
Ducky Zero 6108 Classic,99,Standard,Cherry MX2A Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Asus ROG Azoth,,Mini,ROG NX Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G713,143.99,Gaming,GX Red,RGB,true,"Wired, Wired",White
Razer BlackWidow Tournament Edition Chroma,,Gaming,Razer Green,RGB,true,Wired,Black
Cooler Master MK850,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM XT,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
DROP MDX-22176-15,166.01,Gaming,Kailh Halo True,RGB,true,"Wired, Wired",Gray
Redragon K615 Elise,,Mini,Outemu Blue Low Profile,RGB,true,Wired,Black
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,White,false,"Wired, Bluetooth Wireless",White
Keychron K1 V5,,Standard,Keychron Optical Red Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron Lemokey P1 QMK/VIA Knob Pro,,Mini,Keychron Super Red,,true,"Wired, Wireless, Bluetooth Wireless",Black / Red
GameSir GK300-GY,125.68,Gaming,TTC Blue,White,false,Wireless,Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Blue,RGB,false,"Wired, Bluetooth Wireless",Black / Gray
Razer Ornata V3,,Gaming,,RGB,false,Wired,Black
Logitech MX Mechanical Mini,149.99,Slim,Kailh Choc V2 Red,White,true,Wireless,
Logitech MX KEYS MINI,93.99,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Keychron K13 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Logitech Signature K650,,Standard,,,false,"Wireless, Bluetooth Wireless",Black
SteelSeries Apex 9 TKL,,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
Logitech G515 LIGHTSPEED,,Gaming,GL Linear V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Tecware Phantom+ Elite,81.99,Gaming,Tecware Wraith Brown,RGB,true,"Wired, Wireless",Black / Gray
Razer Huntsman V3 Pro,,Gaming,Razer Analog Optical Switch Gen-2,RGB,true,Wired,Black
Cooler Master CK530 V2,,Gaming,TTC Blue,RGB,true,Wired,Black
Corsair K65 PLUS,,Gaming,Corsair MLX Red Linear,RGB,true,"Wired, Wireless",Black
Keychron Q6 Pro,229.99,Gaming,Keychron K Pro Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",Gray / Purple
Logitech K120-TAA Keyboard,33.33,Standard,,,false,Wired,Black
Logitech MK345,,Standard,,,false,Wireless,Black / Blue
Keychron K3 V2 Ultra-slim,,Standard,Keychron Optical Red Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK Knob,,Standard,Keychron K Pro Brown,,false,"Wired, Wired",Black
