name,price,type,frequency_response,microphone,wireless,enclosure_type,color
SteelSeries ARCTIS 5 (2019),,Circumaural,"20,22",true,false,Closed,White
AKG K92,75,Circumaural,"16,22",false,false,Closed,Black / Gold
Sony WH-CH710N,,Circumaural,"20,20",true,true,Closed,Blue
Beyerdynamic DT990 Premium 32,169,Circumaural,"5,35",false,false,Open,Black / Silver
Audio-Technica ATH-AD700X,97.99,Circumaural,"5,30",false,false,Open,Black
Beyerdynamic MMX 100,,Circumaural,"5,30",true,false,Closed,Gray
AKG K240 MKII,110,Circumaural,"15,25",false,false,Semi-open,Black
ROCCAT Elo Air,112.99,Circumaural,"20,20",true,true,Closed,Black
Audio-Technica ATH-TWX7,174.46,Earbud,"10,40",true,true,Closed,Black
HP HyperX Cloud,134.99,Circumaural,"15,25",true,false,Closed,Black / Red
Sennheiser HD 598 CS,259.99,Circumaural,"10,28",false,false,Closed,Black / Silver
GameMax G200,,Circumaural,"20,20",true,false,Closed,Black
Logitech G733,129.99,Circumaural,"20,20",true,true,Closed,Blue
Corsair HS55 STEREO,59.98,Circumaural,"20,20",true,false,Closed,White / Gray
Sony INZONE H7,228,Circumaural,"5,20",true,true,Open,
Logitech G430,,Circumaural,"20,20",true,false,Closed,Black / Blue
Corsair VOID PRO RGB USB (Black),,Circumaural,"20,20",true,false,Closed,Black
MSI Immerse GH50,59.99,Circumaural,"20,20",true,false,Closed,Black
Apple AirPods Max,549,Circumaural,,true,true,Closed,Pink
SteelSeries Arctis Nova 1X,49.99,Circumaural,"20,22",true,false,Closed,Black
Samsung Buds2 Pro,168.5,In Ear,,true,true,Closed,Black
Beyerdynamic DT 990,169.99,Circumaural,"5,35",false,false,Semi-open,Black / Silver
Corsair HS55 SURROUND,69.98,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica ATH-S220BT,59,Circumaural,"5,32",true,true,Closed,White
Sony MDR-ZX100/WHT,,Supra-aural,"12,22",false,false,Closed,White
AKG K712 PRO,270.58,Circumaural,"10,39.8",false,false,Open,Black / Orange
Corsair HS70,169.99,Circumaural,,true,true,Closed,Black
Logitech H540,28.64,Supra-aural,,true,false,Closed,Black / Blue
Razer BlackShark V2 Pro - Six Siege Special Edition,,Circumaural,"12,28",true,true,Closed,White / Black
MSI Immerse GH50,69.99,Circumaural,"20,20",true,true,Closed,Black
YEYIAN Wicked 3000,24.99,Circumaural,"20,20",true,false,Closed,Black / Red
Philips SHL5305BK/28,,Supra-aural,"18,21.6",true,false,Closed,Black
Panasonic RP-HJE125-P,9.49,Earbud,,false,false,Closed,Pink
Logitech G332,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair HS70 PRO,,Circumaural,"20,20",true,true,Closed,Black / Beige
DROP Massdrop x MEE Audio Planamic,,In Ear,"20,20",true,false,Closed,Black
Razer Kraken Kitty V2 Pro,165.99,Circumaural,"20,20",true,false,Closed,Black
Sennheiser MOMENTUM 4,399.99,Circumaural,"6,22",true,true,Closed,Blue / Black
Beyerdynamic DT 880 Premium 250 Ohm,159.99,Circumaural,"5,35",false,false,Semi-open,Black / White
MSI DS501,19.11,Circumaural,"20,20",true,false,Closed,Black / Red
Razer Electra V2 USB,105.21,Circumaural,"20,20",true,false,Closed,Black / Green
GALAX HOF Maestro Matte,34.99,Circumaural,"20,20",true,false,Closed,Black
SHARKOON SKILLER SGH50,96.36,Circumaural,"10,40",true,false,Closed,Black
SteelSeries Arctis 7X,212,Circumaural,"20,20",true,true,Closed,Black / Green
ROCCAT Syn Pro Air,85.55,Circumaural,"20,20",true,true,Closed,Black
Corsair Virtuoso RGB SE,,Circumaural,"20,40",true,true,Closed,White
Creative Labs Zen Hybrid,,Circumaural,"20,20",true,true,Closed,Black
Final B2,258.73,In Ear,,false,false,Closed,Black
HP HyperX Cloud,,Circumaural,"15,25",true,false,Closed,Black / White
Sennheiser HD 598 SE,,Circumaural,"12,38.5",false,false,Open,Black
iDeaUSA S409,,Circumaural,"20,20",true,false,Closed,Black / Blue
Corsair HS50,,Circumaural,"20,20",true,false,Closed,Black / Gray
Sony WHH900N/B,,Circumaural,,false,true,Closed,Black
HP HyperX Cloud Revolver,107.11,Circumaural,"12,28",true,false,Closed,Silver
JBL Quantum 800,,Circumaural,"20,20",true,true,Closed,Black
Apple AirPods Max (2024),499.99,Circumaural,,true,true,Closed,Blue
Creative Labs Sensemore Air,27.99,In Ear,"20,20",true,true,Closed,Black / Blue
Razer Kaira for Xbox,55.99,Circumaural,"20,20",true,true,Closed,Black / Green
Superlux HD681,35.99,Circumaural,"10,30",false,false,Semi-open,Black / Red
Apple AirPods Max (2024),499.99,Circumaural,,true,true,Closed,Gold
Rosewill Audiowave H9000,59.02,Circumaural,"20,40",true,true,Closed,Black
SteelSeries TUSQ,41.69,In Ear,"20,20",true,false,Closed,
Lenovo Legion H200,49.99,Circumaural,"20,20",true,false,Closed,Black
SHARKOON SGH10,,Circumaural,"20,20",true,false,Open,Black
Sennheiser GSP 300,,Circumaural,"15,26",true,false,Closed,Black / Blue
Corsair HS60 HAPTIC,93.01,Circumaural,"20,20",true,false,Closed,Black / Gray
Asus ROG Strix Go,96.98,Circumaural,"20,40",true,false,Closed,Black
Logitech G635,99.99,Circumaural,"20,20",true,false,Closed,Black / Blue
Razer Kaira Pro for Xbox,89.99,Circumaural,"20,20",true,true,Closed,Black / Green
Mad Catz F.R.E.Q. 5,39.99,Circumaural,,true,false,Closed,Black
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black
Corsair VOID RGB ELITE,,Circumaural,"20,20",true,false,Closed,Black
1MORE EHD9001TA,49.99,In Ear,,false,true,Closed,Black / Red
Sony WH1000XM4,348,Circumaural,"20,20",true,true,Closed,Silver
Lenovo Legion H300,44.79,Circumaural,"20,20",true,false,Closed,Black / Blue
Razer Kraken (2019),122,Circumaural,"12,28",true,false,Closed,Pink / Black
Razer Kraken (2019),89.94,Circumaural,"12,28",true,false,Closed,Black / Blue
Shure SE425-CL,269,In Ear,"20,19",false,false,Closed,Transparent
Beyerdynamic MMX 300,,Circumaural,"5,30",true,false,Closed,Black
Logitech G633 Artemis Spectrum,185,Circumaural,"20,20",true,false,Closed,Black / Blue
SteelSeries Arctis 3,,Circumaural,"20,22",true,false,Closed,White
HP HyperX Cloud MIX,,Circumaural,"10,40",true,true,Closed,Black / Silver
JBL Quantum 600,,Circumaural,"20,20",true,true,Closed,Black
HP HyperX Cloud Stinger Core - Wireless Xbox,99.99,Circumaural,"10,21",true,true,Closed,Gray / Green
Audio-Technica ATH-S220BT,59,Circumaural,"5,32",true,true,Closed,Black
1MORE Triple Driver (Silver),69.98,In Ear,"20,40",true,false,Closed,Silver
Philips Performance PH805BK,69.98,Circumaural,,true,true,Closed,Black
Anker Soundcore Life Q20,43.98,Circumaural,"16,40",true,true,Closed,Blue
HP HyperX Cloud Orbit S,,Circumaural,"10,50",true,false,Closed,Black / Gray
Logitech ASTRO A10,59.99,Circumaural,"20,20",true,false,Closed,Purple
JVC HARX700,38.99,Circumaural,"8,25",false,false,Closed,Black
Sony INZONE H5,148,Circumaural,"5,20",true,true,Closed,Black
Sony MDR-ZX100/BLK,,Supra-aural,"12,22",false,false,Closed,Black
Koss PortaPro,,Supra-aural,"15,25",false,false,Open,Black / Blue
EPOS H3PRO Hybrid,,Circumaural,"20,20",true,true,Closed,Black / Blue
Sennheiser HD 490 PRO Plus,479,Circumaural,,false,false,Open,Black
Astro A40,,Circumaural,"15,28",true,false,Closed,Black / White
Koss KPH7W,6.99,Supra-aural,,false,false,Closed,Black
Beyerdynamic DT 880 Premium 600 Ohm,,Circumaural,"5,35",false,false,Semi-open,Black / Silver
Astro A38,,Supra-aural,"15,20",true,true,Closed,White
Sennheiser GSP 302,,Circumaural,"15,26",true,false,Closed,Black
Cooler Master MH751,,Circumaural,"20,20",true,false,Closed,Black / Silver
Asus ROG STRIX FUSION 700,,Circumaural,"20,40",true,true,Closed,Black
Corsair HS60 PRO SURROUND,,Circumaural,"20,20",true,false,Closed,Black
Corsair HS50 PRO STEREO,,Circumaural,"20,20",true,false,Closed,Black
Plantronics EncorePro 520D Duo,98.98,Supra-aural,,true,false,Closed,Black
Cooler Master MH650,99.99,Circumaural,"20,20",true,false,Closed,Black
FNATIC REACT,,Circumaural,"20,40",false,false,Closed,Black / Silver
Astro Gaming A40 TR + MixAmp Pro TR,,Circumaural,"20,24",true,false,Closed,White / Gray
Astro A10,39.99,Circumaural,"20,20",true,false,Closed,White / Green
Audio-Technica ATH-M70x,299,Circumaural,"5,40",false,false,Closed,Black / Silver
Bose QuietComfort 35 Series II,475.43,Circumaural,,true,true,Closed,Pink / White
Anker Soundcore Life Q30,51.99,Circumaural,"16,40",true,true,Closed,Blue
Sony MDRX10BLK,288.88,Supra-aural,"3,29",false,false,Closed,Black / Silver
Koss 184515,13.66,Supra-aural,,false,false,Closed,Black
Razer Kaira Pro for PlayStation,99.95,Circumaural,"20,20",true,true,Closed,White / Black
YEYIAN Force 3000,24.99,Circumaural,"20,20",true,false,Closed,Camo / Beige
Corsair HS35 v2,59.99,Circumaural,,true,false,Closed,Black
Sennheiser CXC 700,189.95,In Ear,"20,21",false,false,Closed,Black
Adesso Xtream H4,14.39,Supra-aural,"20,20",true,false,Closed,Black
Logitech G435,99,Circumaural,"20,20",true,true,Closed,Blue / Pink
TAKSTAR Sprint,8.94,In Ear,"20,2",true,false,Closed,Black / Red
EPOS H3PRO Hybrid,,Circumaural,"20,20",true,true,Closed,White / Gray
Corsair HS65,,Circumaural,"20,20",true,true,Closed,White
GALAX HOF Maestro Gloss,39.99,Circumaural,"20,20",true,false,Closed,White
RCA HP5041,11.22,Supra-aural,"20,20",false,false,Semi-open,Red / White
Shure SE215,,In Ear,"22,17.5",false,false,Closed,Translucent Black
Sony MDR-XB920/B,,Supra-aural,"3,28",false,false,Closed,Black / Silver
Plantronics RIG 500HD,,Circumaural,"20,20",true,false,Closed,Black
Logitech G433 (Black),,Circumaural,"20,20",true,false,Open,Black
DROP Massdrop Plus Universal IEM,,In Ear,"5,18",false,false,Closed,Black
Final E5000,275,Earbud,,false,false,Closed,Silver / Black
SteelSeries Arctis 9X,,Circumaural,"20,20",true,true,Closed,Black / Green
Corsair HS80 RGB Pink Elixir,,Circumaural,"20,40",true,true,Closed,White / Pink
EPOS H6PRO,,Circumaural,"20,20",true,false,Open,White / Silver
Shure SRH440A,99,Circumaural,"10,22",false,false,Closed,Black
Superlux HD-681EVO,49.63,Circumaural,"10,30",false,false,Semi-open,Black
Creative Labs Sound Blaster JAM V2,37.99,Supra-aural,"20,20",true,true,Closed,Black
Audio-Technica ATH-GDL3,110.45,Circumaural,"10,35",true,false,Open,White / Black
AKG K361,118,Circumaural,"15,28",false,false,Closed,Black
AKG K371,170,Circumaural,"5,40",false,false,Closed,Black
Corsair HS55 SURROUND,59.98,Circumaural,"20,20",true,false,Closed,White / Gray
Philips SHP9600MB/00,74.98,Supra-aural,"12,35",true,false,Open,Black
MSI IMMERSE GH40 ENC,55.04,Circumaural,"20,20",true,false,Closed,Black
Logitech H340,16.11,Supra-aural,"20,20",true,false,Closed,Black
SteelSeries 61023,30.88,Circumaural,,true,false,Closed,Black / Orange
Sennheiser PC 5 CHAT,19.23,Supra-aural,"42,17",true,false,Closed,Black
HP HyperX CloudX Flight,118.99,Circumaural,"20,20",true,true,Closed,Black / Green
Apple AirPods Max (2024),529,Circumaural,,true,true,Closed,Purple
Behringer HPX4000,11.9,Circumaural,,false,false,Closed,Black
Rosewill E-210-VL,6.99,Earbud,"10,22",true,false,Closed,Silver
Beyerdynamic Amiron Home Tesla,,Circumaural,"5,40",false,false,Open,Black / Silver
Philips X3/00,149.99,Circumaural,"5,40",false,false,Open,Black
HP HyperX Cloud Stinger Core - PS5/PS4,62.59,Circumaural,"20,20",true,false,Closed,Black / Blue
Razer Opus X,99.99,Circumaural,"20,20",true,true,Closed,Pink / Black
Audio-Technica ATH-E40,99,In Ear,"20,20",false,false,Closed,Black
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"20,25",true,false,Closed,White
Plantronics Plantronics Voyager Focus UC,164.99,Supra-aural,,true,true,Closed,Black
HiFiMAN RE300h,14.95,Earbud,"15,22",false,false,Closed,Black
Gigabyte Aorus H1,,Circumaural,"20,20",true,false,Closed,Black / White
HP HyperX Cloud Stinger - Xbox,,Circumaural,"18,23",true,false,Closed,Black / Green
Corsair HS65,,Circumaural,"20,20",true,true,Closed,Black
Apple AirPods Max,513,Circumaural,,true,true,Closed,Green
Logitech ASTRO A40 TR,129.99,Circumaural,"20,20",true,false,Closed,Black / Blue
Sennheiser HD 380 Pro,,Circumaural,"8,27",false,false,Closed,Black
Sennheiser HD 518,,Circumaural,"14,26",false,false,Open,Black / Silver
Sennheiser HD 558,,Circumaural,"15,28",false,false,Open,Black / Silver
Sennheiser IE60,,In Ear,"10,18",false,false,Closed,Black / Gold
Sony MDR-RF985RK,,Circumaural,"10,220",false,true,Closed,Black
Asus Orion,79.99,Circumaural,"20,20",true,false,Closed,Black / Red
Cyber Acoustics ACM-62,10.99,Supra-aural,,false,false,Closed,Black
Ingram Micro Jabra UC Voice 550 MS Duo,,Supra-aural,,true,false,Closed,Black / Silver
Shure SE535-CL,449,In Ear,"18,19",false,false,Closed,Brown
Koss KPH7W,6.99,Supra-aural,,false,false,Closed,Black
Razer KRAKEN 7.1 CHROMA,,Circumaural,"20,20",true,false,Closed,Multicolor
Razer Kraken Pro 2015,,Circumaural,"20,20",true,false,Closed,White
Marshall Major II (Black),,Supra-aural,,true,false,Closed,Black
Panasonic RP-HJE125-K,,Earbud,,false,false,Closed,Black
Corsair HS60 Surround (Black),,Circumaural,"20,20",true,false,Closed,Black
Sennheiser GSP 500,,Circumaural,"10,30",true,false,Semi-open,Black / Red
Corsair HS70 WIRELESS,,Circumaural,"20,20",true,true,Closed,Black
SteelSeries Arctis 3 Bluetooth (2019 Edition),,Circumaural,"20,22",true,false,Closed,Black
Sennheiser GSP 370,,Circumaural,"20,20",true,true,Closed,Black
Apple AirPods Pro,,Earbud,,true,true,Closed,White
DROP MASSDROP X KOSS KSC75X,,Supra-aural,"15,25",false,false,Open,Black
AKG K371,149.99,Circumaural,"5,40",true,true,Closed,Black
ROCCAT Elo Air,89.99,Circumaural,"20,20",true,true,Closed,White
Apple Airpods 2nd Gen,129,In Ear,,true,true,Closed,White
Apple AirPods Pro 2nd Gen MagSafe,,In Ear,,true,true,Closed,White
Pioneer SE-MJ721I-W,28.95,Supra-aural,"6,28",false,false,Closed,White
Razer Thresher For PS4,80.89,Circumaural,"12,28",true,true,Closed,Blue / Black
Pioneer SE-MJ751I,24.9,Supra-aural,"8,28",false,false,Closed,Black
Audio-Technica ATH-PDG1,165.69,Circumaural,"20,20",true,false,Open,Black / Red
ADATA XPG Precog,112.7,Supra-aural,"5,50",true,false,Closed,Black / Red
Sennheiser GSP 550,,Circumaural,"10,30",true,false,Semi-open,Green / Black
Mad Catz F.R.E.Q. 4,34.34,Circumaural,"20,20",true,false,Closed,Black / Red
Koss KEB6K,13.29,In Ear,,false,false,Closed,Black / Silver
JVC HA-RX500,17.98,Circumaural,"10,22",false,false,Closed,Black / White
Audio-Technica ATH-IM01,233.27,In Ear,"20,15",false,false,Closed,Transparent
HP HyperX Cloud Stinger Core,,Circumaural,"20,20",true,false,Closed,Black
Shure SRH840A,149,Circumaural,"5,25",false,false,Closed,Black / Gold
Logitech 600vi,15.56,In Ear,"20,20",false,false,Closed,Black / Silver
Sennheiser PC 8,20.88,Supra-aural,,true,false,Closed,Black
HP HyperX Cloud II,,Circumaural,"15,25",true,false,Closed,Black
Logitech Pro X Shroud,,Circumaural,"20,20",true,true,Closed,Black / Blue
AKG K612 PRO,,Circumaural,"12,39.5",false,false,Open,Black / Silver
EPOS H6PRO,138.08,Circumaural,"20,20",true,false,Closed,Green / Gold
Corsair HS35 v2,29.99,Circumaural,,true,false,Closed,Red / Black
Razer Kraken,,Circumaural,"20,20",false,false,Closed,Green / Black
Beyerdynamic Custom One Pro,,Circumaural,"5,35",false,false,Closed,Black
Shure SE315-K,199,In Ear,"22,18.5",false,false,Closed,Black
Pyle Audio PHPMCU10,21.3,Supra-aural,,true,false,Closed,Black / Silver
Sennheiser GAME ONE,,Circumaural,"15,28",true,false,Open,Black / Red
Skullcandy Hesh 2 Unleashed,,Circumaural,,true,true,Closed,Black / Silver
Asus ROG Strix Wireless,,Circumaural,"20,20",true,true,Closed,Black / Red
Audio-Technica ATH-IM70,,In Ear,"5,26",false,false,Closed,Red / Black
Panasonic RPHJX20-K,25,In Ear,,false,false,Closed,Black
LucidSound LS35X,,Circumaural,"20,20",true,true,Closed,Black
Final E4000,148,Earbud,,false,false,Closed,Black
Corsair HS70 Bluetooth,,Circumaural,"20,20",true,true,Closed,Black
HiFiMAN Edition X,,Circumaural,"8,50",false,false,Open,Black / Silver
Astro A10,,Circumaural,"20,20",true,false,Closed,White / Blue
Anker Soundcore Life Q35,,Circumaural,"16,40",true,true,Closed,Blue
MSI Immerse GH61,,Circumaural,"29,40",true,false,Closed,Black
HP HyperX Cloud Core,,Circumaural,"10,21",true,true,Closed,Black / Red
Asus TUF Gaming H7,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Asus TUF Gaming H7 Wireless,,Circumaural,"20,20",true,true,Closed,Black
Razer Kaira for PlayStation,49.99,Circumaural,"20,20",true,true,Closed,White / Black
EPOS H6PRO,,Circumaural,"20,20",true,false,Open,Black / Blue
Apple AirPods Max,518.99,Circumaural,,true,true,Closed,Blue
JVC HA-A6T,30.48,Earbud,"20,20",true,true,Closed,Black
Shure SRH440,97.99,Circumaural,"10,22",false,false,Closed,Black
LucidSound LS41,129.66,Circumaural,"20,20",true,true,Closed,Black
Audeze Penrose PS,249,Circumaural,"10,50",true,true,Closed,Black / Blue
Syba CL-AUD63033,12.99,Circumaural,"20,20",true,false,Closed,White / Silver
Sennheiser RS 195,279.37,Circumaural,"17,22",false,true,Closed,Black / Silver
Logitech G231 PRODIGY,79.98,Circumaural,"20,20",true,false,Closed,Black / Orange
SteelSeries Siberia 200,60,Circumaural,"10,28",true,false,Closed,Black / Orange
Monoprice Monolith M1060,249.99,Circumaural,"10,50",false,false,Open,Black / Brown
Sennheiser HD 300 PRO,,Circumaural,"6,25",false,false,Closed,Black
Adesso Xtream P600,64.79,Circumaural,"20,20",true,true,Closed,Black
Audio-Technica ATH-S220BT,59,Circumaural,"5,32",true,true,Closed,Blue / Beige
JVC HA-A6T,24.95,Earbud,"20,20",true,true,Closed,Red
Mad Catz F.R.E.Q. 5,29.99,Circumaural,,true,false,Closed,Black
AKG K271 MK II,135.1,Circumaural,"16,28",false,false,Closed,Black / Silver
Kensington 33084,39.99,Circumaural,,false,false,Closed,Black / Blue
HiFiMAN HE-400i,349.95,Circumaural,"20,35",false,false,Open,Black
Sony MDR-ZX310R,25.48,Supra-aural,"10,24",false,false,Closed,Red
Beyerdynamic MMX 150,149,Circumaural,"5,30",true,false,Closed,Black
Audio-Technica ATH-CKL202iSPK,13.99,In Ear,"20,23",true,false,Closed,Pink
Sennheiser CX 300-II,,In Ear,"19,21",false,false,Closed,Black
Sennheiser HD700,,Circumaural,"8,44",false,false,Open,Black / Silver
Sennheiser SC260,59.99,Supra-aural,"150,6.8",true,false,Closed,Black / Silver
Skullcandy S2IKDY-003,,In Ear,"5,22",true,false,Closed,Black
Sony MDR-V6,,Circumaural,"5,30",false,false,Closed,Black
Astro A40 + MixAmp Pro - White,,Circumaural,"15,28",true,false,Closed,Black / White
Sennheiser PC 350 SE,,Circumaural,,true,false,Closed,Black
Philips SHE2105WT/28,9.99,Earbud,"12,22",false,false,Closed,White
Koss KSC21,,Supra-aural,"50,18",false,false,Closed,Black / Silver
Koss UR/10,18.99,Supra-aural,"60,20",false,false,Closed,Black / Silver
Shure SE215,,Earbud,"22,17.5",false,false,Closed,Black
Audio-Technica ATH-M50,,Circumaural,"15,28",false,false,Closed,Black
Shure SE535CLEAR,449,In Ear,"18,19",false,false,Closed,Brown / Black
Audio-Technica ATH-CKR10,203.15,In Ear,"5,40",false,false,Closed,Black / Silver
Turtle Beach PX22,,Circumaural,,true,false,Closed,Black / Blue
PDP AFTERGLOW PRISMATIC,,Circumaural,,true,true,Closed,Black
Sennheiser HD 559,,Circumaural,"14,26",false,false,Open,Black
Sennheiser HD 598SR,,Circumaural,"12,38.5",true,false,Open,Black
Corsair VOID PRO RGB (White/Black),,Circumaural,"20,20",true,true,Closed,White / Black
Sennheiser GSP 301,142.57,Circumaural,"15,26",true,false,Closed,Black / White
Sennheiser HD 4.50 BTNC,,Circumaural,"18,22",true,true,Closed,
Panasonic RP-HJE125-D,11.99,Earbud,,false,false,Closed,Orange
Panasonic RP-HJE125-V,9.99,Earbud,"10,24",false,false,Closed,Purple
Corsair HS60,,Circumaural,"20,20",true,false,Closed,Black / White
Audeze Mobius,,Circumaural,"10,50",true,true,Closed,Black
Corsair HS60 PRO SURROUND,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Asus ROG Delta Core,,Circumaural,"20,40",true,false,Closed,Black
DROP DROP + HiFiMAN HE4XX,,Circumaural,"20,35",false,false,Open,Black
Final B1,710.68,In Ear,,false,false,Closed,Copper / Black
Astro Gaming A20 Call of Duty,,Circumaural,"20,20",true,true,Closed,Silver / Black
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Green
Skullcandy Hesh 3,199,Circumaural,"20,20",true,true,Closed,Green / Black
Beyerdynamic DT 880 CHROME SPECIAL EDITION,218.91,Circumaural,"5,35",false,false,Semi-open,Silver / Black
